,control1,lps1,control2,lps2,control3,lps3
LOC102724159,254,178,143,129,223,175
LOC102724160,0,0,1,0,0,1
LOC102724161,0,0,0,0,0,0
LOC102724162,1,3,0,3,3,6
LOC102724163,22,29,39,20,46,31
LOC102724164,947,1266,740,977,508,986
LOC102724165,0,0,0,0,0,1
LOC102724166,0,0,0,0,0,0
LOC102724167,0,0,0,0,0,0
LOC102724168,71,25,251,39,83,28
LOC102724169,62,56,62,57,75,78
LOC102724170,3,0,6,1,4,2
LOC102724171,0,0,0,1,0,0
LOC102724172,21,16,12,6,12,18
LOC102724173,0,1,1,1,0,0
LOC102724174,0,0,0,0,0,0
LOC102724175,0,0,0,0,0,0
LOC102724176,0,0,0,0,0,0
LOC102724177,5,4,4,6,2,1
LOC102724180,0,0,0,1,0,0
LOC102724182,0,0,0,0,0,0
LOC102724183,0,0,0,0,0,0
LOC102724184,0,0,0,0,0,0
LOC102724185,0,0,0,0,0,0
LOC102724186,0,0,0,0,0,0
LOC102724187,29,26,44,18,17,11
LOC102724188,0,0,0,0,0,0
LOC102724189,0,0,0,0,0,0
LOC102724190,0,0,1,0,0,0
LOC102724192,26,69,18,78,43,81
LOC102724193,0,0,0,1,0,0
LOC102724194,0,0,0,0,0,0
LOC102724195,0,0,0,0,0,0
LOC102724196,9,9,13,19,12,12
LOC102724197,0,0,0,0,0,0
LOC102724199,0,0,0,0,0,0
LOC102724200,195,135,161,158,207,119
LOC102724201,0,0,0,0,0,0
LOC102724202,0,0,0,0,0,0
LOC102724203,0,0,0,0,0,0
LOC102724204,0,0,0,0,0,0
LOC102724205,0,0,0,0,0,0
LOC102724206,5,4,4,5,0,2
LOC102724207,0,0,0,0,0,0
LOC102724208,0,0,0,0,0,0
LOC102724209,4,6,2,2,2,2
LOC102724210,0,0,0,0,0,0
LOC102724211,3,0,4,6,0,0
LOC102724212,0,0,0,0,0,0
LOC102724213,1,0,3,1,1,0
LOC102724214,0,0,0,0,0,0
LOC102724215,0,0,2,0,0,0
LOC102724216,0,0,0,0,0,0
LOC102724217,131,81,67,56,106,67
LOC102724218,1,2,1,3,2,3
LOC102724219,0,0,0,0,0,0
LOC102724220,0,0,0,0,0,0
LOC102724222,0,0,0,0,0,0
LOC102724224,0,0,0,0,0,0
LOC102724225,0,0,0,0,0,0
LOC102724226,0,0,0,0,0,0
LOC102724227,0,0,0,0,0,0
LOC102724228,4,0,1,0,5,1
LOC102724229,1,0,1,0,1,3
LOC102724230,8,8,2,33,9,25
LOC102724231,0,0,0,0,0,0
LOC102724232,0,2,0,0,0,0
LOC102724233,6,3,3,0,4,1
LOC102724234,0,0,3,0,0,0
LOC102724235,13,19,1,17,22,24
LOC102724237,0,0,0,0,0,0
LOC102724238,0,0,0,0,0,0
LOC102724239,0,0,0,0,0,0
LOC102724240,0,10,0,14,0,6
LOC102724241,0,0,0,0,0,0
LOC102724242,0,0,0,0,0,0
LOC102724243,8,11,13,15,3,4
LOC102724244,1,1,4,3,2,0
LOC102724245,0,0,0,0,0,0
LOC102724246,0,0,0,0,0,0
LOC102724247,0,0,0,0,0,0
LOC102724248,18,5,7,3,18,6
LOC102724249,0,0,0,1,1,0
LOC102724250,625,237,403,200,1333,509
LOC102724251,6,1,0,0,6,8
LOC102724252,23,20,24,25,30,24
LOC102724253,0,0,0,0,0,0
LOC102724254,22,20,27,19,12,16
LOC102724255,4,4,1,11,2,2
LOC102724256,3,11,0,4,4,6
LOC102724257,0,0,0,0,0,0
LOC102724258,0,0,1,0,0,0
LOC102724259,39,39,20,12,31,29
LOC102724260,1,0,0,0,0,0
LOC102724261,0,0,0,0,0,0
LOC102724262,13,5,18,25,3,11
LOC102724263,0,0,0,0,0,0
LOC102724264,0,0,0,0,0,0
LOC102724265,0,0,0,0,0,0
LOC102724266,0,0,0,0,0,0
LOC102724267,0,0,0,0,0,0
LOC102724268,0,0,0,1,2,4
LOC102724270,0,0,0,0,0,0
LOC102724271,0,0,1,1,0,0
LOC102724272,0,0,0,0,0,0
LOC102724273,25,29,20,28,43,40
LOC102724274,0,0,0,0,0,0
LOC102724275,8,0,1,1,1,2
LOC102724276,6,2,7,6,6,9
LOC102724277,0,0,0,0,1,0
LOC102724278,0,0,0,0,0,0
LOC102724279,0,0,0,0,0,0
LOC102724280,15,31,18,49,20,17
LOC102724281,3,0,0,1,0,0
LOC102724282,0,0,0,0,0,0
LOC102724283,0,1,0,0,1,0
LOC102724284,0,0,0,0,0,0
LOC102724285,19,16,12,8,25,22
LOC102724286,1,1,0,0,2,1
LOC102724287,0,0,0,0,0,0
LOC102724288,0,0,0,0,0,0
LOC102724289,0,0,0,0,0,0
LOC102724290,14,20,16,12,17,27
LOC102724292,0,0,0,0,0,0
LOC102724293,1,1,0,0,0,1
LOC102724294,0,0,0,0,0,0
LOC102724295,0,0,0,0,0,0
LOC102724296,220,212,311,281,152,215
LOC102724297,271,366,305,162,279,366
LOC102724298,0,0,0,0,0,0
LOC102724299,0,0,0,0,0,0
LOC102724300,0,0,0,0,0,0
LOC102724301,1,1,2,2,4,4
LOC102724302,0,0,1,0,0,0
LOC102724304,0,0,0,0,0,0
LOC102724305,0,0,0,0,0,0
LOC102724306,0,0,3,0,0,0
LOC102724307,1,2,2,3,2,1
LOC102724308,0,0,0,1,1,0
LOC102724309,0,0,0,0,0,0
LOC102724311,0,0,1,1,1,0
LOC102724312,5,1,3,1,0,0
LOC102724313,0,0,0,0,0,0
LOC102724314,20,3,15,0,44,7
LOC102724315,0,0,0,0,0,0
LOC102724316,30,44,29,46,30,45
LOC102724317,0,0,0,0,0,0
LOC102724318,0,1,1,0,0,5
LOC102724319,0,0,0,0,0,0
LOC102724321,0,0,0,0,0,0
LOC102724322,12,12,14,17,11,15
LOC102724323,328,189,87,71,284,205
LOC102724324,2,0,0,0,0,1
LOC102724325,1,3,1,2,2,0
LOC102724326,9,3,3,0,9,2
LOC102724327,0,0,0,0,0,0
LOC102724328,6,2,5,2,8,1
LOC102724329,0,2,0,0,6,0
LOC102724330,34,6,21,6,22,13
LOC102724331,0,0,0,0,0,0
LOC102724332,0,0,0,0,0,0
LOC102724333,0,0,0,0,0,0
LOC102724334,2,1,1,3,0,0
LOC102724335,8,10,16,5,1,5
LOC102724336,10,9,6,9,7,12
LOC102724337,0,0,0,0,0,0
LOC102724338,0,0,0,0,0,0
LOC102724339,14,11,15,1,11,4
LOC102724340,0,0,0,0,0,0
LOC102724341,0,0,0,0,0,0
LOC102724342,65,71,64,46,88,66
LOC102724343,2,11,1,27,3,13
LOC102724344,0,0,0,0,0,0
LOC102724345,8,3,8,13,20,5
LOC102724346,0,0,0,0,0,0
LOC102724347,8,34,7,58,15,22
LOC102724348,6,6,29,5,9,7
LOC102724349,1,0,1,1,0,0
LOC102724350,4,4,3,1,3,1
LOC102724351,6,3,7,5,4,7
LOC102724352,0,0,0,0,0,0
LOC102724353,0,0,0,0,0,0
LOC102724354,0,0,2,0,0,0
LOC102724355,0,0,0,0,0,0
LOC102724356,10,7,12,10,4,2
LOC102724357,0,0,0,0,0,0
LOC102724358,0,0,0,0,1,0
LOC102724359,0,0,0,0,0,0
LOC102724360,39,11,10,2,59,15
LOC102724361,2,0,1,1,1,0
LOC102724362,6,10,17,10,14,7
LOC102724363,1,5,0,1,0,0
LOC102724364,71,400,124,268,73,217
LOC102724366,0,0,0,0,0,0
LOC102724367,0,0,0,0,0,0
LOC102724368,6,18,8,10,10,9
LOC102724369,28,41,32,58,30,43
LOC102724370,0,0,0,0,0,0
LOC102724371,37,43,72,53,48,72
LOC102724372,5,14,9,13,9,14
LOC102724373,0,0,0,0,0,0
LOC102724374,0,0,0,0,0,0
LOC102724375,1,0,0,0,4,3
LOC102724376,0,0,0,0,0,0
LOC102724377,39,10,56,6,9,2
LOC102724378,5,6,4,2,7,4
LOC102724379,0,0,0,0,0,0
LOC102724380,1,0,0,0,0,0
LOC102724381,0,0,0,0,0,0
LOC102724382,0,0,1,0,1,1
LOC102724383,1,0,0,6,1,0
LOC102724384,27,14,31,17,36,5
LOC102724385,0,0,3,0,0,2
LOC102724386,13,6,2,8,11,6
LOC102724387,1,0,0,1,1,1
LOC102724389,1,4,2,2,0,3
LOC102724391,36,64,32,36,36,43
LOC102724392,0,0,0,0,0,0
LOC102724393,0,0,0,0,0,0
LOC102724394,5,9,1,0,0,0
LOC102724395,0,0,0,0,0,0
LOC102724396,0,0,0,7,0,0
LOC102724397,2,16,24,21,15,35
LOC102724398,0,0,0,0,0,0
LOC102724399,0,0,0,0,0,0
LOC102724400,5,1,2,2,1,0
LOC102724402,0,0,0,0,0,0
LOC102724403,0,0,0,0,0,0
LOC102724404,0,0,0,0,0,0
LOC102724405,0,0,0,0,0,0
LOC102724406,0,0,0,0,0,0
LOC102724407,0,0,0,0,0,0
LOC102724409,20,4,1,0,2,1
LOC102724410,0,0,0,0,0,0
LOC102724411,0,0,0,0,0,0
LOC102724412,0,0,0,0,0,0
LOC102724413,3,0,1,6,5,4
LOC102724414,0,0,0,0,0,0
LOC102724415,0,0,0,0,0,0
LOC102724416,0,0,0,2,0,0
LOC102724417,0,0,0,0,0,0
LOC102724418,0,0,0,0,0,0
LOC102724419,0,0,0,0,0,0
LOC102724420,0,5,2,2,2,2
LOC102724421,0,0,0,0,0,0
LOC102724422,1,0,1,0,0,0
LOC102724423,2,6,4,4,4,8
LOC102724424,346,209,335,293,81,50
LOC102724425,2,1,1,4,0,2
LOC102724426,66,60,67,48,98,59
LOC102724427,0,0,0,0,0,0
LOC102724428,67,41,67,64,19,15
LOC102724429,0,0,0,0,0,0
LOC102724431,0,0,0,0,0,0
LOC102724432,12,10,3,3,6,11
LOC102724433,0,0,2,0,0,1
LOC102724434,0,0,0,0,0,0
LOC102724435,0,0,0,0,0,0
LOC102724436,31,31,55,50,57,27
LOC102724438,0,0,0,0,0,0
LOC102724439,0,0,0,0,0,0
LOC102724440,6,1,8,4,3,1
LOC102724441,0,0,0,0,1,0
LOC102724442,0,0,0,0,0,0
LOC102724443,0,0,0,0,0,0
LOC102724444,0,4,1,2,0,2
LOC102724445,272,350,240,331,335,315
LOC102724446,0,0,0,0,0,0
LOC102724448,30,3,6,4,8,9
LOC102724449,1,0,1,0,0,1
LOC102724450,6,3,6,14,1,4
LOC102724451,7,26,19,55,17,34
LOC102724452,0,0,0,0,0,0
LOC102724453,0,0,0,0,0,0
LOC102724454,0,1,0,0,0,0
LOC102724455,26,7,17,22,287,170
LOC102724456,0,0,0,0,0,0
LOC102724457,8,3,5,6,9,5
LOC102724458,0,0,1,0,0,0
LOC102724460,0,0,0,0,0,0
LOC102724461,0,0,0,0,0,0
LOC102724462,2,0,4,0,5,4
LOC102724463,1,3,4,3,3,5
LOC102724464,0,0,0,0,0,0
LOC102724465,0,0,0,0,0,0
LOC102724466,42,58,30,81,20,28
LOC102724467,1,1,1,1,0,2
LOC102724469,0,0,0,0,0,0
LOC102724470,0,0,0,0,0,0
LOC102724471,0,0,0,0,0,0
LOC102724472,2,0,2,0,2,0
LOC102724473,1,0,0,0,0,0
LOC102724474,4,0,2,4,11,1
LOC102724475,13,5,19,47,30,3
LOC102724476,233,597,295,465,184,933
LOC102724477,0,0,1,1,0,1
LOC102724478,0,0,0,0,0,0
LOC102724479,9,17,12,21,7,11
LOC102724480,0,0,2,1,1,0
LOC102724481,0,0,0,0,0,0
LOC102724482,0,0,3,0,1,0
LOC102724483,31,20,25,11,33,19
LOC102724484,0,0,0,0,2,0
LOC102724485,0,0,0,0,0,0
LOC102724486,5,4,1,7,5,12
LOC102724487,1,0,0,0,2,2
LOC102724488,5,10,6,3,12,7
LOC102724489,0,0,0,0,0,0
LOC102724490,29,39,31,42,19,26
LOC102724491,1,0,1,0,0,0
LOC102724492,0,0,0,0,0,0
LOC102724493,6,5,7,7,2,9
LOC102724494,0,0,0,0,0,0
LOC102724495,0,0,0,0,0,0
LOC102724496,0,0,0,0,0,0
LOC102724497,4,5,6,20,10,9
LOC102724498,0,0,0,0,0,0
LOC102724499,102,48,140,60,129,68
LOC102724500,0,0,0,0,0,0
LOC102724501,18,21,1,10,6,4
LOC102724502,0,0,0,0,1,0
LOC102724503,0,0,1,0,0,0
LOC102724504,1,0,0,1,0,0
LOC102724505,0,0,0,0,0,0
LOC102724506,3,6,2,0,0,1
LOC102724507,0,0,0,0,0,0
LOC102724508,7,31,20,40,1,66
LOC102724509,0,0,0,0,0,0
LOC102724510,0,0,0,0,0,0
LOC102724511,0,0,0,0,0,1
LOC102724512,11,97,15,74,3,63
LOC102724513,1,0,0,2,0,1
LOC102724514,0,0,1,0,0,0
LOC102724515,13,13,0,0,12,22
LOC102724516,5,23,4,17,6,8
LOC102724517,50,89,54,82,36,94
LOC102724518,3,11,12,5,9,10
LOC102724519,10,5,11,6,2,5
LOC102724520,0,0,0,0,0,0
LOC102724521,0,0,0,0,0,0
LOC102724523,0,0,0,0,0,0
LOC102724524,0,0,0,0,0,1
LOC102724527,0,0,0,0,0,0
LOC102724528,44,20,110,62,109,44
LOC102724529,0,1,1,0,2,0
LOC102724530,1,1,0,5,0,3
LOC102724531,0,0,0,0,0,0
LOC102724532,41,61,108,107,37,49
LOC102724533,0,0,0,0,0,0
LOC102724534,0,0,0,0,0,0
LOC102724535,6,6,3,2,3,6
LOC102724536,758,458,839,951,1012,645
LOC102724537,10,4,5,6,15,11
LOC102724538,0,0,0,0,0,0
LOC102724539,0,0,0,0,0,0
LOC102724540,0,0,0,0,0,0
LOC102724541,19,7,3,4,23,10
LOC102724542,0,0,0,0,0,0
LOC102724543,0,0,1,0,2,2
LOC102724544,3,8,2,4,5,7
LOC102724545,82,288,75,527,66,306
LOC102724548,3,12,0,2,2,10
LOC102724549,0,0,0,0,0,0
LOC102724550,8,148,12,91,0,46
LOC102724551,0,0,0,0,0,0
LOC102724552,9,24,10,48,31,22
LOC102724553,0,0,1,0,0,0
LOC102724554,18,9,56,28,18,5
LOC102724555,0,0,0,0,0,0
LOC102724556,24,17,17,31,26,21
LOC102724557,0,0,1,1,0,0
LOC102724558,0,0,0,0,0,0
LOC102724559,31,24,65,19,35,15
LOC102724560,0,1,10,13,21,12
LOC102724561,0,0,0,0,0,0
LOC102724562,4,2,4,4,2,7
LOC102724564,2,11,4,6,2,6
LOC102724565,1,0,1,0,0,0
LOC102724566,2,2,2,1,0,1
LOC102724567,0,0,0,0,0,0
LOC102724568,1,1,0,0,0,1
LOC102724569,2,5,1,2,0,0
LOC102724570,7,8,2,4,10,4
LOC102724571,62,72,43,78,110,68
LOC102724572,0,0,0,1,0,0
LOC102724573,0,0,0,0,0,0
LOC102724574,25,0,20,1,15,0
LOC102724575,0,0,0,0,0,0
LOC102724576,0,3,0,0,0,0
LOC102724577,0,0,0,0,0,0
LOC102724578,0,1,0,2,2,1
LOC102724579,0,1,0,0,0,0
LOC102724580,0,0,0,0,0,0
LOC102724581,0,1,0,0,0,0
LOC102724582,0,0,0,0,0,0
LOC102724583,41,55,14,10,13,26
LOC102724584,276,1247,608,1577,156,877
LOC102724585,0,0,0,0,0,0
LOC102724586,0,0,0,0,0,0
LOC102724587,8,18,19,20,9,20
LOC102724588,1,0,1,0,2,6
LOC102724589,0,2,1,2,0,0
LOC102724590,0,0,0,0,0,0
LOC102724591,1,3,0,1,0,0
LOC102724592,1,0,0,0,0,0
LOC102724593,5,3,4,3,4,1
LOC102724594,21,13,7,3,9,16
LOC102724595,0,0,0,0,0,0
LOC102724596,24,13,23,4,3,4
LOC102724597,5,16,3,10,8,9
LOC102724598,0,0,0,0,0,0
LOC102724599,0,0,0,0,0,0
LOC102724601,0,1,6,1,10,7
LOC102724603,0,4,0,3,2,4
LOC102724604,0,0,0,0,0,0
LOC102724605,0,0,0,0,0,0
LOC102724606,14,19,14,10,20,9
LOC102724607,59,52,12,19,48,35
LOC102724608,25,202,32,297,29,193
LOC102724609,0,0,0,0,0,0
LOC102724610,0,0,0,0,0,0
LOC102724611,13,11,7,5,21,17
LOC102724612,0,0,0,0,0,0
LOC102724613,0,0,0,0,0,0
LOC102724614,33,79,59,99,40,76
LOC102724615,10,1,2,0,5,2
LOC102724616,0,0,0,2,0,1
LOC102724617,0,0,0,0,0,0
LOC102724618,1,3,1,0,4,2
LOC102724619,29,7,44,4,29,13
LOC102724620,0,0,0,1,0,0
LOC102724621,7,13,16,8,7,10
LOC102724622,0,0,0,0,1,0
LOC102724623,0,0,0,0,0,0
LOC102724624,0,0,5,0,0,0
LOC102724625,0,0,0,0,0,0
LOC102724626,2,1,0,3,1,0
LOC102724627,0,0,0,0,0,0
LOC102724628,11,5,10,1,6,6
LOC102724629,0,0,0,0,0,0
LOC102724630,5,2,2,5,4,6
LOC102724631,0,0,0,0,0,0
LOC102724632,0,0,0,0,0,0
LOC102724633,0,0,0,0,0,0
LOC102724634,69,31,44,23,83,60
LOC102724636,0,0,0,0,0,0
LOC102724637,0,0,0,0,0,0
LOC102724638,0,0,0,0,0,0
LOC102724640,0,1,0,1,0,0
LOC102724641,5,3,3,6,5,6
LOC102724642,4,2,1,3,5,1
LOC102724643,0,0,0,0,0,0
LOC102724644,0,0,0,0,0,0
LOC102724645,0,0,0,0,0,0
LOC102724646,0,0,1,1,0,0
LOC102724647,4,2,4,1,8,2
LOC102724648,0,0,0,0,0,0
LOC102724649,0,0,0,0,0,0
LOC102724650,2,0,0,0,0,0
LOC102724651,1,0,0,0,0,0
LOC102724652,0,0,0,0,0,0
LOC102724653,0,0,0,0,2,0
LOC102724654,0,0,3,0,0,0
LOC102724655,0,0,0,0,0,0
LOC102724657,2,0,0,0,0,1
LOC102724659,0,1,0,0,0,0
LOC102724660,49,10,51,5,39,9
LOC102724661,0,0,0,0,1,0
LOC102724662,5,2,3,5,3,2
LOC102724663,0,0,0,0,0,0
LOC102724664,1,0,0,0,0,0
LOC102724665,0,0,0,0,0,0
LOC102724666,0,0,0,0,0,0
LOC102724667,0,1,0,1,2,1
LOC102724668,0,0,2,0,2,0
LOC102724669,0,2,0,1,0,0
LOC102724670,0,0,0,0,0,0
LOC102724671,0,0,1,0,0,0
LOC102724672,0,0,0,1,0,0
LOC102724675,9,3,4,1,3,3
LOC102724676,0,0,0,0,0,0
LOC102724678,1,0,1,0,0,0
LOC102724679,0,0,0,0,0,0
LOC102724680,0,0,0,0,0,0
LOC102724681,40,10,20,23,45,15
LOC102724682,0,0,0,0,0,0
LOC102724683,17,32,25,17,11,27
LOC102724684,0,0,0,0,0,0
LOC102724685,2,1,3,6,1,1
LOC102724686,1,0,0,0,0,0
LOC102724687,2,0,3,2,1,0
LOC102724688,0,0,0,0,0,0
LOC102724689,1,0,21,25,0,0
LOC102724690,0,0,0,0,0,0
LOC102724691,0,2,1,0,1,0
LOC102724692,0,0,0,0,0,0
LOC102724693,7,1,5,2,0,3
LOC102724694,1,0,0,0,1,0
LOC102724695,0,0,0,0,0,0
LOC102724696,20,41,27,39,24,69
LOC102724697,2,2,7,10,3,2
LOC102724698,0,0,0,0,0,0
LOC102724699,4,1,2,1,2,1
LOC102724700,0,0,0,0,0,0
LOC102724702,0,1,1,0,1,1
LOC102724703,9,10,0,1,1,4
LOC102724704,0,0,0,0,0,0
LOC102724705,0,0,0,0,0,0
LOC102724707,0,0,0,2,0,0
LOC102724708,22,14,18,11,11,12
LOC102724709,29,22,28,40,20,38
LOC102724710,0,0,0,0,0,0
LOC102724711,0,1,1,0,3,1
LOC102724712,0,1,1,0,0,0
LOC102724713,0,0,0,0,0,0
LOC102724714,131,53,141,36,128,52
LOC102724715,2,5,6,9,1,5
LOC102724716,0,0,0,0,0,0
LOC102724717,0,0,0,0,0,0
LOC102724718,0,0,0,0,0,0
LOC102724719,0,0,0,0,0,0
LOC102724720,0,9,1,7,0,5
LOC102724721,0,0,0,0,0,0
LOC102724722,0,0,0,0,0,0
LOC102724723,0,2,0,1,0,0
LOC102724724,0,0,0,0,0,0
LOC102724728,0,0,0,0,0,0
LOC102724729,0,0,0,0,0,0
LOC102724730,15,0,14,2,6,3
LOC102724731,0,0,0,0,0,0
LOC102724732,0,0,0,0,0,0
LOC102724733,68,60,28,13,77,43
LOC102724734,0,0,0,0,0,1
LOC102724735,0,0,0,0,0,0
LOC102724736,0,0,0,0,0,0
LOC102724737,3,2,0,0,1,2
LOC102724738,0,0,0,0,0,0
LOC102724739,0,0,0,0,0,0
LOC102724740,7,135,4,138,5,107
LOC102724741,0,0,0,0,0,0
LOC102724742,0,0,0,0,0,0
LOC102724743,0,0,0,0,0,0
LOC102724744,0,0,1,0,0,0
LOC102724745,10,4,1,2,2,2
LOC102724746,0,0,0,0,0,0
LOC102724747,0,0,0,0,0,0
LOC102724748,101,87,40,99,124,112
LOC102724749,0,0,0,0,0,0
LOC102724751,0,0,0,1,0,1
LOC102724752,0,0,0,0,0,0
LOC102724753,0,0,0,0,1,1
LOC102724754,0,0,0,0,0,0
LOC102724755,0,0,0,0,0,0
LOC102724756,1,4,0,2,5,4
LOC102724757,28,26,19,15,17,5
LOC102724758,8,18,10,32,7,21
LOC102724759,5,1,4,4,6,3
LOC102724761,2,5,1,5,0,4
LOC102724762,0,0,0,0,0,0
LOC102724763,0,0,0,0,0,0
LOC102724764,0,0,0,0,0,0
LOC102724765,14,10,6,2,3,4
LOC102724766,0,4,0,1,0,1
LOC102724767,0,0,0,0,0,0
LOC102724768,0,0,0,0,0,0
LOC102724770,15,3,11,4,14,1
LOC102724771,0,0,0,0,0,0
LOC102724772,0,0,0,0,0,0
LOC102724774,0,0,22,4,0,0
LOC102724775,0,0,0,0,0,0
LOC102724776,0,0,0,0,0,0
LOC102724777,0,0,1,0,0,0
LOC102724778,0,0,0,0,0,0
LOC102724779,0,0,0,0,0,0
LOC102724780,2,2,6,2,2,2
LOC102724781,17,14,13,7,15,12
LOC102724782,39,60,36,37,37,34
LOC102724783,0,0,0,0,0,0
LOC102724784,0,0,2,0,0,0
LOC102724785,0,0,0,0,0,0
LOC102724786,0,0,0,0,0,0
LOC102724788,2,0,1,2,1,2
LOC102724790,0,0,0,0,0,0
LOC102724791,78,86,66,86,78,94
LOC102724792,17,16,25,36,16,30
LOC102724793,0,0,0,0,0,0
LOC102724794,0,0,0,0,0,0
LOC102724795,1,1,0,0,1,1
LOC102724796,0,0,0,0,0,0
LOC102724797,11,10,19,17,16,19
LOC102724798,0,0,0,0,0,0
LOC102724799,0,0,0,0,0,0
LOC102724800,0,0,0,0,0,0
LOC102724801,0,0,0,0,0,0
LOC102724802,0,0,0,0,0,0
LOC102724803,0,0,0,0,0,0
LOC102724804,2,0,0,0,0,1
LOC102724805,10,13,7,6,11,6
LOC102724806,13,27,17,17,9,35
LOC102724807,1,3,0,1,0,1
LOC102724808,0,0,1,0,1,0
LOC102724809,0,0,0,0,0,0
LOC102724810,0,1,1,2,2,1
LOC102724811,23,28,16,17,24,23
LOC102724812,7,2,1,2,1,6
LOC102724814,410,345,298,444,360,320
LOC102724815,0,0,0,0,0,0
LOC102724817,0,0,0,0,0,0
LOC102724818,0,0,0,0,0,0
LOC102724819,0,0,0,0,0,0
LOC102724820,5,3,5,5,5,3
LOC102724821,0,0,0,0,0,0
LOC102724824,0,0,0,0,0,0
LOC102724825,0,0,0,0,0,0
LOC102724826,5,2,13,1,3,2
LOC102724827,21,24,20,16,12,22
LOC102724828,5,8,0,3,6,9
LOC102724829,0,0,0,0,0,0
LOC102724830,1,0,1,2,2,1
LOC102724831,6,4,4,2,5,6
LOC102724832,0,0,1,0,0,1
LOC102724833,115,191,259,331,296,346
LOC102724834,0,0,0,0,0,0
LOC102724835,0,0,0,0,0,0
LOC102724836,0,0,0,0,0,0
LOC102724837,0,0,0,0,0,0
LOC102724838,0,0,0,0,0,0
LOC102724839,0,0,0,0,0,0
LOC102724840,0,0,0,0,0,0
LOC102724841,6,11,5,5,2,8
LOC102724842,152,57,238,34,230,72
LOC102724843,0,0,0,0,0,0
LOC102724844,0,0,0,0,0,0
LOC102724845,0,2,1,0,0,0
LOC102724846,0,0,0,0,0,0
LOC102724847,0,0,0,0,0,0
LOC102724848,0,0,0,0,0,0
LOC102724849,0,0,0,0,0,0
LOC102724850,30,425,150,260,24,417
LOC102724851,0,1,0,2,5,0
LOC102724852,0,0,0,0,0,0
LOC102724854,0,0,0,0,0,0
LOC102724855,0,0,0,0,0,0
LOC102724856,0,1,0,2,0,0
LOC102724857,0,0,1,0,0,1
LOC102724858,1,0,0,0,0,0
LOC102724859,0,0,0,0,0,0
LOC102724860,0,0,0,0,0,0
LOC102724861,8,3,11,0,4,0
LOC102724862,12,16,0,0,8,11
LOC102724863,0,0,0,0,0,0
LOC102724864,7,5,1,1,7,2
LOC102724865,1,0,0,0,0,0
LOC102724867,11,7,37,14,13,12
LOC102724869,1,0,0,0,0,0
LOC102724870,5,0,10,4,1,1
LOC102724871,0,0,0,0,0,0
LOC102724872,0,0,0,0,0,0
LOC102724873,78,86,77,104,101,104
LOC102724874,0,0,0,0,0,0
LOC102724875,0,0,0,0,0,0
LOC102724876,0,0,0,1,0,1
LOC102724877,0,0,0,0,0,0
LOC102724878,0,0,2,0,0,0
LOC102724879,4,2,2,5,3,1
LOC102724880,0,0,0,0,0,1
LOC102724881,1,0,1,0,3,0
LOC102724882,0,5,2,1,2,0
LOC102724883,2,5,7,4,2,7
LOC102724884,80,67,83,107,122,101
LOC102724885,2,0,0,0,2,1
LOC102724887,0,0,0,0,0,0
LOC102724888,0,1,0,0,0,0
LOC102724889,14,9,20,10,19,11
LOC102724890,0,0,0,0,0,0
LOC102724891,0,0,0,0,0,0
LOC102724892,0,0,0,1,0,0
LOC102724893,1,0,0,0,1,0
LOC102724894,0,0,0,0,0,0
LOC102724895,4,1,0,1,1,1
LOC102724896,0,0,0,0,0,0
LOC102724897,0,3,0,1,0,1
LOC102724898,0,0,1,1,2,3
LOC102724899,0,0,0,0,0,0
LOC102724900,0,0,0,0,0,0
LOC102724901,0,0,0,0,0,0
LOC102724902,0,0,0,0,0,0
LOC102724903,0,0,0,0,0,0
LOC102724904,0,0,0,0,0,0
LOC102724905,0,0,1,0,1,0
LOC102724906,0,0,0,0,0,0
LOC102724907,57,92,56,119,87,91
LOC102724908,0,0,0,0,1,0
LOC102724910,0,0,1,0,0,1
LOC102724911,0,0,0,0,0,0
LOC102724912,0,0,0,0,0,0
LOC102724913,0,0,0,0,0,0
LOC102724914,6,0,5,2,12,7
LOC102724915,0,0,1,0,0,0
LOC102724916,1,0,1,0,0,0
LOC102724917,0,0,0,0,0,0
LOC102724918,2,0,0,0,2,1
LOC102724919,7,7,5,3,5,7
LOC102724920,1,11,3,11,5,8
LOC102724921,1,4,8,2,3,5
LOC102724923,0,3,0,2,0,1
LOC102724924,0,0,0,0,0,0
LOC102724925,0,0,0,0,0,0
LOC102724927,8,4,11,10,8,4
LOC102724928,0,0,0,0,0,0
LOC102724929,0,0,0,0,0,0
LOC102724930,117,116,116,89,90,96
LOC102724932,0,0,0,0,0,0
LOC102724933,0,0,0,1,0,0
LOC102724934,0,0,0,0,0,0
LOC102724935,57,55,63,56,57,63
LOC102724936,0,0,0,0,0,0
LOC102724938,0,0,0,0,0,0
LOC102724939,0,0,1,1,0,2
LOC102724940,0,0,0,0,0,0
LOC102724942,0,0,0,0,0,0
LOC102724943,42,1,14,1,17,6
LOC102724944,4,3,2,1,5,1
LOC102724945,0,0,0,0,0,0
LOC102724946,0,0,1,2,3,0
LOC102724947,0,0,0,0,1,0
LOC102724948,0,0,0,0,0,0
LOC102724949,0,0,0,0,0,0
LOC102724950,0,0,0,0,0,0
LOC102724951,0,0,0,0,0,0
LOC102724952,0,0,0,0,0,0
LOC102724953,0,0,0,0,0,0
LOC102724954,4,1,3,1,0,0
LOC102724955,0,1,1,0,0,0
LOC102724956,0,0,0,0,0,0
